x001,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040,x041,x042,x043,x044,x045,x046,x047,x048,x049,x050,x051,x052,x053,x054,x055,x056,x057,x058,x059,x060,x061,x062,x063,x064,x065,x066,x067,x068,x069,x070,x071,x072,x073,x074,x075,x076,x077,x078,x079,x080,x081,x082,x083,x084,x085,x086,x087,x088,x089,x090,x091,x092,x093,x094,x095,x096,x097,x098,x099,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,y
1108948,74,40,57,188,0,1,1,0,0,2,1,1,4,9,3,6,6,3,1,0,1,0,6,0,1,0,0,1,0,2,0,1,1,1,2,0,1,1,1,,0,0,350,350,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1,1,2,1,0,0,1,6,1,1,1,1,1,2,4,4,6,6,0,0,0,0,0,1,3,3,5,5,1,2,2,3,3,1,3,3,5,5,0,1,1,2,2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3,50,1,1,1,1,1,2,13,25,27,27,0,0,0,0,0,1,12,24,26,26,1,2,4,5,5,1,12,24,26,26,0,10,20,21,21,,,0,0,0,0,0,0,0,0,0,0,0,350,0,,,,0,0,,0,0,0,0,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.2169,13914,9163,0.7634,1,1,2,12387,12387,0,1,1,1,2,1,5,74,40,57,12387,12387,0.8698,12387,0.8698,0,,1,1,1,1,5,9163,1.2656,494
1413606,366,35,158,410,1,0,1,1,2,5,7,4,22,42,13,29,5,4,39,12,3,3,0,1,0,1,2,0,17,1,1,1,1,1,1,1,1,1,1,0.0762,125940,116343,61600,124,5,2,2,1,1,0,0,0,0,0,0,0.4413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9166,0.9166,12,10,8,7,3,2,0,0,1,9597,3454,34800,116343,366,35,158.0833,1,0,,0,1,1,1,1,1,1,3,1,0,1,0,166,166,166,14398,0.1151,1,1,1,0,0,,,,,0,0,0,0.0445,23995,0,,0,0,0,23995,0,23995,1,1,1,0,0,,,,,0,14398,,0,,0,,0,0,0,0,,0,,805
1319778,39,1,14,123,1,2,2,4,5,2,0,5,1,19,3,16,6,3,2,1,2,1,16,1,1,1,1,3,1,4,0,0,0,0,4,0,0,0,0,0.6175,400,153,400,300,0,0,0,0,0,0,1,0,0,0,0,0.6175,0.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,247,247,400,153,1,1,1,1,0,,0,1,1,1,1,0,1,1,0,0,5,1,,,,0,,0,0,0,1,5412,39,39,39,0.3133,1,1,1,0.0925,17367,10576,0.0754,0,0,0,6791,0,6791,1,1,1,2,0,9,39,3,21,6544,6544,0.3485,0,,6544,0.3485,1,1,1,0,,0,,618
1493359,2,2,2,2,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,17,0,6,17,17,1,0,0,1,1,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,362,4,0,0,0,2,3,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,1,14789,2,2,2,0.9808,1,1,1,0.9808,14789,0,,0,0,0,14789,0,14789,1,1,1,1,0,1,2,2,2,14789,14789,0.9808,0,,14789,0.9808,1,1,1,0,,0,,551
1510397,27,2,14,33,0,1,1,0,3,0,0,0,0,4,2,2,2,1,4,2,2,1,0,0,0,1,0,0,2,1,0,1,1,1,1,0,1,1,1,1.0248,2050,-51,1500,550,0,0,0,0,0,0,0,0,0,0,2,1.08,1.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,2440,1507,1500,-51,27,2,14.5,3,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,1.0213,2440,339,1,0,0,0,2101,1507,594,1,1,1,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,557
1370739,61,61,61,440,1,0,0,0,0,2,1,0,9,12,1,11,6,1,9,0,3,0,2,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,,0,0,11500,124,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,33,33,11500,0,,,,1,0,,0,0,1,1,1,0,1,1,0,0,2,1,,,,0,,0,0,1,0,0,,,,,0,0,0,0.0002,33,33,0.0004,0,0,0,0,0,0,1,1,1,1,0,1,61,61,61,0,0,,0,,0,,0,0,0,0,,0,,667
1428305,69,7,37,113,0,0,1,4,1,3,7,0,1,17,5,12,4,1,15,5,3,1,2,0,1,1,0,2,7,3,0,1,1,1,3,0,1,1,1,0.0315,6900,6295,5000,300,1,0,0,1,0,0,0,0,0,0,0,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,4,0,0,1,1,1,0,2,4,4,4,0,1,2,2,2,0,2,3,3,3,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0.4,0.4,3,1,0,0,0,0,0,0,1,205,194,5000,6295,69,7,37.6,2,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.0028,205,0,,0,0,0,205,194,11,1,1,1,0,0,1,,,,0,0,,0,,0,,0,0,0,0,,0,,695
1076365,108,1,36,109,0,2,4,2,1,0,0,0,4,11,8,3,5,5,2,2,2,2,9,0,1,1,0,2,1,9,3,4,6,8,5,1,2,3,4,0.7004,651,195,450,201,0,0,0,0,0,0,1,1,0,0,0,0.7213,0.6911,9,0,0,0,1,6,9,0,0,0,0,0,0,0,9,0,2844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,2,2,0,0,0,6,6,0,0,0,4,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,18,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,2,2,0,0,0,6,6,0,0,0,4,4,1,1,0,0,0,0,0,0,1,1,1,456,311,450,195,27,1,14,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,1,29094,6,6,6,0.9784,1,1,1,0.9119,55047,10097,0.5797,0,0,0,44950,11327,33623,1,1,1,6,0,8,108,6,43.8333,44494,44494,1.052,11327,1.5813,33167,0.9441,1,1,1,1,5,14721,1.4024,559
1447836,175,59,117,175,1,0,0,0,0,3,0,0,6,9,2,7,6,2,3,0,2,0,4,1,1,1,1,3,3,2,0,0,0,0,2,0,0,0,0,,0,0,35000,750,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,2,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,1,27,0,1,6,7,8,0,2,7,8,9,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,3600,0,,,,3,0,,0,0,1,1,1,1,1,2,1,0,2,2,175,175,175,53108,0.7417,1,1,1,1,5968,59,59,59,0.2539,1,1,1,0.3231,59076,0,0,0,0,0,59076,53108,5968,1,1,1,1,0,3,59,59,59,5968,59076,0.2539,0,,5968,0.2539,1,1,1,0,,0,,652
799371,,,,8,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,200,0,,,,0,0,,0,0,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,705
1309143,262,46,167,276,0,0,0,0,2,2,2,0,7,13,6,7,6,4,9,5,3,3,1,1,1,1,2,1,5,2,0,0,0,2,1,0,0,0,1,0.0925,89400,81130,50000,100,2,2,0,0,0,0,0,0,0,0,0,0.114,0.0572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,4,4,4,4,3,3,0,0,0,8270,3306,30000,81130,262,46,190,0,0,,0,1,1,1,1,1,1,3,1,0,1,0,53,53,53,134948,0.7624,1,1,1,0,0,,,,,0,0,0,0.2473,143218,0,,0,0,0,143218,0,143218,1,1,1,0,0,1,,,,0,134948,,0,,0,,0,0,0,0,,0,,820
822345,13,13,13,193,0,0,0,1,0,0,0,2,3,6,1,5,2,1,6,1,2,1,0,0,0,1,0,0,6,2,1,1,1,1,2,1,1,1,1,0.0412,10000,9588,14500,510,1,0,0,0,0,0,0,0,0,0,0,0.0412,0.0412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,412,412,14500,9588,13,13,13,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.0089,412,0,,0,0,0,412,0,412,1,1,1,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,796
1554543,246,10,108,246,0,0,1,1,0,2,0,1,8,13,7,6,6,4,5,3,3,2,6,1,1,1,2,5,3,4,0,0,0,1,2,0,0,0,1,0.2503,29950,22452,20000,224,0,1,0,0,1,1,0,0,0,0,0,0.567,0.1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,4742,3863,8400,5208,246,39,142.5,0,0,,0,1,1,1,1,1,1,3,2,0,2,1,164,163,163.5,7472,0.1348,1,1,1,1,17281,119,10,50,0.8075,1,1,1,0.193,29495,0,,0,0,0,29495,2756,26739,1,1,1,3,0,1,119,10,50,17281,21997,0.8075,0,,17281,0.8075,1,1,1,0,,0,,790
1551386,,,,41,1,1,1,0,0,1,0,0,0,2,0,2,1,0,2,0,1,0,0,0,0,1,0,0,2,4,0,1,4,4,2,0,1,2,2,,0,0,500,300,1,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,2,1,1,1,2,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,1,519,513,500,0,,,,2,0,,0,0,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.6487,519,519,0.6487,0,0,0,0,0,0,1,1,1,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,492
1272282,168,9,71,168,0,0,1,3,3,1,3,2,2,15,4,11,4,3,14,3,3,2,0,0,0,1,0,0,7,5,3,4,4,4,3,1,2,2,2,0.0221,115000,112453,100000,500,1,1,0,0,0,0,0,0,0,0,0,0.1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.3333,2,2,2,1,0,0,0,0,1,103,103,10000,14897,168,9,70.3333,0,0,,0,1,1,1,1,0,1,1,1,0,1,0,74,74,74,2444,0.0244,1,1,1,0,0,,,,,0,0,0,0.0174,2547,0,,0,0,0,2547,0,2547,1,1,1,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,801
825183,26,11,19,139,0,0,1,1,1,0,2,1,2,8,3,5,6,3,2,2,2,2,3,1,1,1,2,3,1,2,0,0,0,2,1,0,0,0,1,0.1465,2900,2475,2400,500,0,0,0,0,0,0,0,0,1,0,0,0.8499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1,0,0,0,0,0,0,1,425,425,2400,2475,22,11,16.5,0,0,,0,1,1,1,1,1,1,2,1,0,1,0,26,26,26,46371,0.9655,1,1,1,0,0,,,,,0,0,0,0.2084,46796,0,,0,0,0,46796,0,46796,1,1,1,0,0,1,,,,0,46371,,0,,0,,0,0,0,0,,0,,690
1299601,,,,77,1,0,0,0,0,4,1,0,0,5,0,5,4,0,4,0,3,0,1,0,0,1,0,0,2,5,0,0,0,1,3,0,0,0,1,,0,0,500,300,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,0,0,2,4,1,0,0,0,0,0,1,0,0,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,1,1,2,1,0,0,0,0,1,0,1,0,0,0,1,6,0,0,0,0,3,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,500,0,,,,2,0,,0,0,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,9,,,,0,0,,0,,0,,0,0,0,0,,0,,494
795602,74,8,20,92,1,0,6,6,0,1,5,4,0,22,12,10,5,4,20,10,3,2,2,0,1,1,0,1,17,23,0,0,0,15,11,0,0,0,4,1.1635,4200,-687,550,100,0,0,0,0,0,0,0,0,1,0,10,1.3257,0.8566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,2,2,0,0,2,0,4,0,2,2,0,10,2,3,3,3,5,2,3,3,3,10,0,0,0,0,2,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,4,2,3,3,3,10,0,,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,2,1,1,1,1,1,1,0,5,0,2,2,1,17,2,3,3,3,6,2,3,3,3,16,0,0,0,0,4,0,0,0,0,10,0,0,0,0,4,0,0,0,0,6,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,5293,685,550,-687,74,8,22.6999,9,4,1.2634,2211,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,1,14697,11,11,11,0.9359,1,1,1,0.8543,29508,2617,0.8167,4,4,4,29102,2211,26891,1,1,1,2,0,1,11,11,11,24215,24215,0.9074,0,,24215,0.9074,1,1,1,0,,0,,481
1464096,120,7,53,163,0,0,1,0,1,0,0,1,6,9,3,6,4,3,5,1,2,1,2,1,1,1,2,2,3,2,0,0,0,1,2,0,0,0,1,0.8666,4800,640,6000,1100,0,0,0,0,0,0,0,0,1,0,2,0.8666,0.8666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,2,1,0,0,1,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,15888,6276,6000,640,33,33,33,2,0,,0,1,1,1,1,1,1,2,1,0,2,1,120,120,120,196312,0.9647,1,1,1,1,9638,7,7,7,0.9283,1,1,1,0.4798,221838,11728,0.3134,0,1,1,210110,196312,13798,1,1,1,1,0,2,7,7,7,9638,205950,0.9283,0,,9638,0.9283,1,1,1,0,,0,,626
1120620,26,5,13,38,0,1,2,0,1,1,0,0,0,4,3,1,2,2,2,2,1,1,0,0,0,1,0,0,2,4,0,0,1,2,4,0,0,1,2,1.0256,1250,-32,500,300,0,0,0,0,0,0,0,0,0,1,2,1.0933,0.996,5,0,0,0,0,4,5,4,0,0,0,0,3,4,5,4,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,784,456,450,-34,9,5,7,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.7325,1282,0,,0,0,0,1282,0,1282,1,1,1,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,556
1488414,8,2,5,8,0,2,4,0,0,0,0,0,0,4,4,0,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,1,3,3,4,1,0,0,0,1,1,1,3,1,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,1,9016,0,,0,0,0,9016,0,9016,1,1,1,4,0,1,8,2,5,9016,9016,1,0,,9016,1,1,1,1,0,1,9016,1,509
